,CSF,GM,WM,case,algorithm,time,iterations,init,atlas,atlas_use,model
21,0.2128354462964154,0.9146206441525104,0.8909534285636521,1004,tm,-,-,-,-,-,tm
22,0.5973231357552581,0.7170059045933846,0.7733226913967948,1004,lp_ours,-,-,ours,-,-,lp
23,0.5102254165305455,0.6432705174341852,0.6924486260193152,1004,lp_mni,-,-,mni,-,-,lp
24,0.8070764751987459,0.9133920472035544,0.9472959159292108,1004,tm+lp_ours,-,-,ours,-,-,tm
25,0.3048621606128511,0.8447552550943089,0.8989177222016508,1004,tm+lp_mni,-,-,mni,-,-,tm
26,1.3873955117755194e-05,0.7157625464806562,0.9397155057549148,1004,em_km,85.02275347709656,300,km,-,-,em
27,0.0162570384830179,0.811351658514301,0.6447269401537375,1004,em_tm,57.189550161361694,229,tm,-,-,em
28,0.4145447339740414,0.890008020687196,0.930949737410274,1004,em_lp_mni,74.83124375343323,300,lp,mni,-,em
29,0.4145447339740414,0.890008020687196,0.930949737410274,1004,em_lp_ours,53.15389394760132,213,lp,ours,-,em
30,0.1294126317340997,0.8215101564396026,0.8932980923558487,1004,em_km_af_mni,2.3162951469421387,0,km,mni,af,em
31,0.2609532609532609,0.8749301463177915,0.9261107423625272,1004,em_km_af_ours,2.1476354598999023,0,km,ours,af,em
32,0.260516878941511,0.7926231352563369,0.8824837289971306,1004,em_tm_af_mni,0.348907470703125,0,tm,mni,af,em
33,0.4645064054257724,0.8549429691138727,0.9178173097317628,1004,em_tm_af_ours,0.3431682586669922,0,tm,ours,af,em
34,0.2818363055411421,0.8472595428963828,0.9052942732035114,1004,em_tm_lp_af_mni,0.28970813751220703,0,tm,af,lp,em
35,0.5646114492370116,0.912007095064148,0.9437594559246096,1004,em_tm_lp_af_ours,0.282916784286499,0,tm,af,lp,em
36,0.0,0.8554960241320853,0.9139337211582456,1004,em_km_in_mni,24.804713249206543,66,km,mni,in,em
37,0.4145447339740414,0.903406592395654,0.9370285381995525,1004,em_km_in_ours,43.510244846344,125,km,ours,in,em
38,0.3814495691839837,0.8554960241320853,0.9157885305316812,1004,em_tm_in_mni,20.737332344055176,72,tm,mni,in,em
39,0.4145447339740414,0.903406592395654,0.9370285381995525,1004,em_tm_in_ours,22.33195662498474,80,tm,ours,in,em
40,0.3814495691839837,0.8554960241320853,0.9157885305316812,1004,em_tm_lp_in_mni,20.335503816604614,72,tm,in,lp,em
41,0.4145447339740414,0.903406592395654,0.9370285381995525,1004,em_tm_lp_in_ours,23.36451005935669,83,tm,in,lp,em
42,0.634111691152428,0.8944781381955544,0.8901422013931243,1005,tm,-,-,-,-,-,tm
43,0.3578396504420282,0.6841564865170171,0.7918294801157313,1005,lp_ours,-,-,ours,-,-,lp
44,0.3805600685693817,0.6331695377704637,0.7246237071285572,1005,lp_mni,-,-,mni,-,-,lp
