,CSF,GM,WM,case,algorithm,time,iterations,init,atlas,atlas_use,model
45,0.8283547690277564,0.9114187837300292,0.946479813754147,1005,tm+lp_ours,-,-,ours,-,-,tm
46,0.6157314960525794,0.8561987658198988,0.9015993660435868,1005,tm+lp_mni,-,-,mni,-,-,tm
47,0.7415338645418327,0.8723811430924983,0.9228218040364184,1005,em_km,49.857991218566895,171,km,-,-,em
48,0.7415338645418327,0.8723811430924983,0.9228218040364184,1005,em_tm,40.14948654174805,163,tm,-,-,em
49,0.7415338645418327,0.8723811430924983,0.9228218040364184,1005,em_lp_mni,37.66527342796326,154,lp,mni,-,em
50,0.7415338645418327,0.8723811430924983,0.9228218040364184,1005,em_lp_ours,36.05786943435669,145,lp,ours,-,em
51,0.6265303949749814,0.820902192529746,0.8949891160864355,1005,em_km_af_mni,2.9742085933685303,0,km,mni,af,em
52,0.7117206018494969,0.8865003817879319,0.9308234213682028,1005,em_km_af_ours,2.6756458282470703,0,km,ours,af,em
53,0.6265303949749814,0.820902192529746,0.8949891160864355,1005,em_tm_af_mni,0.34394192695617676,0,tm,mni,af,em
54,0.7117206018494969,0.8865003817879319,0.9308234213682028,1005,em_tm_af_ours,0.34587669372558594,0,tm,ours,af,em
55,0.6265303949749814,0.820902192529746,0.8949891160864355,1005,em_tm_lp_af_mni,0.276444673538208,0,tm,af,lp,em
56,0.7117206018494969,0.8865003817879319,0.9308234213682028,1005,em_tm_lp_af_ours,0.2828371524810791,0,tm,af,lp,em
57,0.7178737784272536,0.855930946931438,0.9157793415094372,1005,em_km_in_mni,31.17195987701416,83,km,mni,in,em
58,0.7415338645418327,0.8870060729944638,0.9284201423242384,1005,em_km_in_ours,32.1856472492218,84,km,ours,in,em
59,0.7178737784272536,0.855930946931438,0.9157793415094372,1005,em_tm_in_mni,19.634087085723877,68,tm,mni,in,em
60,0.7415338645418327,0.8870060729944638,0.9284201423242384,1005,em_tm_in_ours,22.098591327667236,78,tm,ours,in,em
61,0.7178737784272536,0.855930946931438,0.9157793415094372,1005,em_tm_lp_in_mni,19.69790530204773,69,tm,in,lp,em
62,0.7415338645418327,0.8870060729944638,0.9284201423242384,1005,em_tm_lp_in_ours,23.747147798538208,79,tm,in,lp,em
63,0.3098363966875379,0.8932924841926863,0.8931278664978537,1018,tm,-,-,-,-,-,tm
64,0.6859700546621247,0.7295376314075728,0.8147279268803947,1018,lp_ours,-,-,ours,-,-,lp
65,0.6775915886315098,0.670229348158214,0.7432078502987783,1018,lp_mni,-,-,mni,-,-,lp
66,0.8534383327367459,0.922396252358334,0.9466519346849184,1018,tm+lp_ours,-,-,ours,-,-,tm
67,0.3419062027231467,0.8651371201401523,0.9040632658402532,1018,tm+lp_mni,-,-,mni,-,-,tm
68,2.2425170010820142e-05,0.761017439301925,0.942964066074134,1018,em_km,69.42166137695312,300,km,-,-,em
69,0.0206468105686797,0.8399045881857724,0.7846519403781782,1018,em_tm,58.35232090950012,300,tm,-,-,em
70,0.1110861591436484,0.8895507271138294,0.9306170136680416,1018,em_lp_mni,58.05143880844116,300,lp,mni,-,em
71,0.0670091236678678,0.8895507271138294,0.9304163664548808,1018,em_lp_ours,58.08380198478699,300,lp,ours,-,em
72,0.1248005432014938,0.8237971374949662,0.8973886055524292,1018,em_km_af_mni,1.999542236328125,0,km,mni,af,em
73,0.2948884557071691,0.8833287965777047,0.9317740511915268,1018,em_km_af_ours,1.855616807937622,0,km,ours,af,em
74,0.3050922555938855,0.8120625270717411,0.8945209190280639,1018,em_tm_af_mni,0.2882869243621826,0,tm,mni,af,em
75,0.5118828160031886,0.8778400515183836,0.9305893208819672,1018,em_tm_af_ours,0.27474522590637207,0,tm,ours,af,em
76,0.3474345685410728,0.8455860614419752,0.9080392606250564,1018,em_tm_lp_af_mni,0.22078895568847656,0,tm,af,lp,em
77,0.6034324241495557,0.9100755401832312,0.9448617451203448,1018,em_tm_lp_af_ours,0.22138071060180664,0,tm,af,lp,em
78,0.0,0.0,0.7532910409283444,1018,em_km_in_mni,10.522902011871338,32,km,mni,in,em
79,0.0,0.0,0.7532910409283444,1018,em_km_in_ours,11.176552772521973,34,km,ours,in,em
80,0.2538281142226514,0.8590786770708497,0.9187324418323408,1018,em_tm_in_mni,17.664936304092407,81,tm,mni,in,em
81,0.2842639593908629,0.9023974257387471,0.9370993211094868,1018,em_tm_in_ours,16.509341716766357,76,tm,ours,in,em
82,0.2538281142226514,0.8590786770708497,0.9187324418323408,1018,em_tm_lp_in_mni,17.377619743347168,79,tm,in,lp,em
83,0.2842639593908629,0.9023974257387471,0.9370993211094868,1018,em_tm_lp_in_ours,16.293435096740723,75,tm,in,lp,em
84,0.1245221425196512,0.9162867243549144,0.8920121492694165,1019,tm,-,-,-,-,-,tm
85,0.427647534357316,0.6901470361480165,0.7898077758777351,1019,lp_ours,-,-,ours,-,-,lp
86,0.3570687541261907,0.6102087601522501,0.7000630124466521,1019,lp_mni,-,-,mni,-,-,lp
87,0.7050270688321733,0.9120454790501816,0.9490555191203738,1019,tm+lp_ours,-,-,ours,-,-,tm
88,0.1949907863562859,0.8374215352549587,0.8999430281555127,1019,tm+lp_mni,-,-,mni,-,-,tm
89,0.001003886209806,0.8258279200276751,0.8257222494780551,1019,em_km,70.83332943916321,300,km,-,-,em
